f_code,f_province,f_city,f_county,f_level,f_pinyin,f_shouzimu
420502,湖北省,宜昌市,西陵区,3,yi_chang_shi,x
420503,湖北省,宜昌市,伍家岗区,3,yi_chang_shi,w
420504,湖北省,宜昌市,点军区,3,yi_chang_shi,d
420505,湖北省,宜昌市,猇亭区,3,yi_chang_shi,y
420506,湖北省,宜昌市,夷陵区,3,yi_chang_shi,y
420581,湖北省,宜昌市,宜都市,3,yi_chang_shi,y
420582,湖北省,宜昌市,当阳市,3,yi_chang_shi,d
420583,湖北省,宜昌市,枝江市,3,yi_chang_shi,z
420525,湖北省,宜昌市,远安县,3,yi_chang_shi,y
420526,湖北省,宜昌市,兴山县,3,yi_chang_shi,x
420527,湖北省,宜昌市,秭归县,3,yi_chang_shi,z
420528,湖北省,宜昌市,长阳土家族自治县,3,yi_chang_shi,z
420529,湖北省,宜昌市,五峰土家族自治县,3,yi_chang_shi,w
420600,湖北省,襄阳市,,2,xiang_yang_shi,x
420602,湖北省,襄阳市,襄城区,3,xiang_yang_shi,x
420606,湖北省,襄阳市,樊城区,3,xiang_yang_shi,f
420607,湖北省,襄阳市,襄州区,3,xiang_yang_shi,x
420682,湖北省,襄阳市,老河口市,3,xiang_yang_shi,l
420683,湖北省,襄阳市,枣阳市,3,xiang_yang_shi,z
420684,湖北省,襄阳市,宜城市,3,xiang_yang_shi,y
420624,湖北省,襄阳市,南漳县,3,xiang_yang_shi,n
420625,湖北省,襄阳市,谷城县,3,xiang_yang_shi,g
420626,湖北省,襄阳市,保康县,3,xiang_yang_shi,b
420700,湖北省,鄂州市,,2,e_zhou_shi,e
420704,湖北省,鄂州市,鄂城区,3,e_zhou_shi,e
420702,湖北省,鄂州市,梁子湖区,3,e_zhou_shi,l
420703,湖北省,鄂州市,华容区,3,e_zhou_shi,h
420800,湖北省,荆门市,,2,jing_men_shi,j
420802,湖北省,荆门市,东宝区,3,jing_men_shi,d
420804,湖北省,荆门市,掇刀区,3,jing_men_shi,d
420881,湖北省,荆门市,钟祥市,3,jing_men_shi,z
420821,湖北省,荆门市,京山县,3,jing_men_shi,j
420822,湖北省,荆门市,沙洋县,3,jing_men_shi,s
420900,湖北省,孝感市,,2,xiao_gan_shi,x
420902,湖北省,孝感市,孝南区,3,xiao_gan_shi,x
420981,湖北省,孝感市,应城市,3,xiao_gan_shi,y
420982,湖北省,孝感市,安陆市,3,xiao_gan_shi,a
420984,湖北省,孝感市,汉川市,3,xiao_gan_shi,h
420921,湖北省,孝感市,孝昌县,3,xiao_gan_shi,x
420922,湖北省,孝感市,大悟县,3,xiao_gan_shi,d
420923,湖北省,孝感市,云梦县,3,xiao_gan_shi,y
421000,湖北省,荆州市,,2,jing_zhou_shi,j
421002,湖北省,荆州市,沙市区,3,jing_zhou_shi,s
421003,湖北省,荆州市,荆州区,3,jing_zhou_shi,j
421081,湖北省,荆州市,石首市,3,jing_zhou_shi,s
421083,湖北省,荆州市,洪湖市,3,jing_zhou_shi,h
421087,湖北省,荆州市,松滋市,3,jing_zhou_shi,s
421022,湖北省,荆州市,公安县,3,jing_zhou_shi,g
421023,湖北省,荆州市,监利县,3,jing_zhou_shi,j
421024,湖北省,荆州市,江陵县,3,jing_zhou_shi,j
421100,湖北省,黄冈市,,2,huang_gang_shi,h
421102,湖北省,黄冈市,黄州区,3,huang_gang_shi,h
421181,湖北省,黄冈市,麻城市,3,huang_gang_shi,m
421182,湖北省,黄冈市,武穴市,3,huang_gang_shi,w
421121,湖北省,黄冈市,团风县,3,huang_gang_shi,t
421122,湖北省,黄冈市,红安县,3,huang_gang_shi,h
421123,湖北省,黄冈市,罗田县,3,huang_gang_shi,l
421124,湖北省,黄冈市,英山县,3,huang_gang_shi,y
421125,湖北省,黄冈市,浠水县,3,huang_gang_shi,x
421126,湖北省,黄冈市,蕲春县,3,huang_gang_shi,q
421127,湖北省,黄冈市,黄梅县,3,huang_gang_shi,h
421200,湖北省,咸宁市,,2,xian_ning_shi,x
421202,湖北省,咸宁市,咸安区,3,xian_ning_shi,x
421281,湖北省,咸宁市,赤壁市,3,xian_ning_shi,c
421221,湖北省,咸宁市,嘉鱼县,3,xian_ning_shi,j
421222,湖北省,咸宁市,通城县,3,xian_ning_shi,t
421223,湖北省,咸宁市,崇阳县,3,xian_ning_shi,c
421224,湖北省,咸宁市,通山县,3,xian_ning_shi,t
421300,湖北省,随州市,,2,sui_zhou_shi,s
421303,湖北省,随州市,曾都区,3,sui_zhou_shi,c
421381,湖北省,随州市,广水市,3,sui_zhou_shi,g
421321,湖北省,随州市,随县,3,sui_zhou_shi,s
422800,湖北省,恩施土家族苗族自治州,,2,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,e
422801,湖北省,恩施土家族苗族自治州,恩施市,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,e
422802,湖北省,恩施土家族苗族自治州,利川市,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,l
422822,湖北省,恩施土家族苗族自治州,建始县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,j
422823,湖北省,恩施土家族苗族自治州,巴东县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,b
422825,湖北省,恩施土家族苗族自治州,宣恩县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,x
422826,湖北省,恩施土家族苗族自治州,咸丰县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,x
422827,湖北省,恩施土家族苗族自治州,来凤县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,l
422828,湖北省,恩施土家族苗族自治州,鹤峰县,3,en_shi_tu_jia_zu_miao_zu_zi_zhi_zhou,h
429004,湖北省,省直辖县级行政单位,仙桃市,3,sheng_zhi_xia_xian_ji_xing_zheng_dan_wei,x
429005,湖北省,省直辖县级行政单位,潜江市,3,sheng_zhi_xia_xian_ji_xing_zheng_dan_wei,q
429006,湖北省,省直辖县级行政单位,天门市,3,sheng_zhi_xia_xian_ji_xing_zheng_dan_wei,t
429021,湖北省,省直辖县级行政单位,神农架林区,3,sheng_zhi_xia_xian_ji_xing_zheng_dan_wei,s
430000,湖南省,,,1,hu_nan_sheng,h
430100,湖南省,长沙市,,2,zhang_sha_shi,z
430104,湖南省,长沙市,岳麓区,3,zhang_sha_shi,y
430102,湖南省,长沙市,芙蓉区,3,zhang_sha_shi,f
430103,湖南省,长沙市,天心区,3,zhang_sha_shi,t
430105,湖南省,长沙市,开福区,3,zhang_sha_shi,k
430111,湖南省,长沙市,雨花区,3,zhang_sha_shi,y
430112,湖南省,长沙市,望城区,3,zhang_sha_shi,w
430181,湖南省,长沙市,浏阳市,3,zhang_sha_shi,l
430182,湖南省,长沙市,宁乡市,3,zhang_sha_shi,n
430121,湖南省,长沙市,长沙县,3,zhang_sha_shi,z
430200,湖南省,株洲市,,2,zhu_zhou_shi,z
430211,湖南省,株洲市,天元区,3,zhu_zhou_shi,t
430202,湖南省,株洲市,荷塘区,3,zhu_zhou_shi,h
430203,湖南省,株洲市,芦淞区,3,zhu_zhou_shi,l
430204,湖南省,株洲市,石峰区,3,zhu_zhou_shi,s
430281,湖南省,株洲市,醴陵市,3,zhu_zhou_shi,l
430221,湖南省,株洲市,株洲县,3,zhu_zhou_shi,z
430223,湖南省,株洲市,攸县,3,zhu_zhou_shi,y
430224,湖南省,株洲市,茶陵县,3,zhu_zhou_shi,c
430225,湖南省,株洲市,炎陵县,3,zhu_zhou_shi,y
430300,湖南省,湘潭市,,2,xiang_tan_shi,x
430304,湖南省,湘潭市,岳塘区,3,xiang_tan_shi,y
430302,湖南省,湘潭市,雨湖区,3,xiang_tan_shi,y
430381,湖南省,湘潭市,湘乡市,3,xiang_tan_shi,x
430382,湖南省,湘潭市,韶山市,3,xiang_tan_shi,s
430321,湖南省,湘潭市,湘潭县,3,xiang_tan_shi,x
430400,湖南省,衡阳市,,2,heng_yang_shi,h
430408,湖南省,衡阳市,蒸湘区,3,heng_yang_shi,z
430405,湖南省,衡阳市,珠晖区,3,heng_yang_shi,z
430406,湖南省,衡阳市,雁峰区,3,heng_yang_shi,y
430407,湖南省,衡阳市,石鼓区,3,heng_yang_shi,s
430412,湖南省,衡阳市,南岳区,3,heng_yang_shi,n
430481,湖南省,衡阳市,耒阳市,3,heng_yang_shi,l
430482,湖南省,衡阳市,常宁市,3,heng_yang_shi,c
430421,湖南省,衡阳市,衡阳县,3,heng_yang_shi,h
430422,湖南省,衡阳市,衡南县,3,heng_yang_shi,h
430423,湖南省,衡阳市,衡山县,3,heng_yang_shi,h
430424,湖南省,衡阳市,衡东县,3,heng_yang_shi,h
430426,湖南省,衡阳市,祁东县,3,heng_yang_shi,q
430500,湖南省,邵阳市,,2,shao_yang_shi,s
430503,湖南省,邵阳市,大祥区,3,shao_yang_shi,d
430502,湖南省,邵阳市,双清区,3,shao_yang_shi,s
430511,湖南省,邵阳市,北塔区,3,shao_yang_shi,b
430581,湖南省,邵阳市,武冈市,3,shao_yang_shi,w
430521,湖南省,邵阳市,邵东县,3,shao_yang_shi,s
430522,湖南省,邵阳市,新邵县,3,shao_yang_shi,x
430523,湖南省,邵阳市,邵阳县,3,shao_yang_shi,s
430524,湖南省,邵阳市,隆回县,3,shao_yang_shi,l
430525,湖南省,邵阳市,洞口县,3,shao_yang_shi,d
430527,湖南省,邵阳市,绥宁县,3,shao_yang_shi,s
430528,湖南省,邵阳市,新宁县,3,shao_yang_shi,x
430529,湖南省,邵阳市,城步苗族自治县,3,shao_yang_shi,c
430600,湖南省,岳阳市,,2,yue_yang_shi,y
430602,湖南省,岳阳市,岳阳楼区,3,yue_yang_shi,y
430603,湖南省,岳阳市,云溪区,3,yue_yang_shi,y
430611,湖南省,岳阳市,君山区,3,yue_yang_shi,j
430681,湖南省,岳阳市,汨罗市,3,yue_yang_shi,m
430682,湖南省,岳阳市,临湘市,3,yue_yang_shi,l
430621,湖南省,岳阳市,岳阳县,3,yue_yang_shi,y
430623,湖南省,岳阳市,华容县,3,yue_yang_shi,h
430624,湖南省,岳阳市,湘阴县,3,yue_yang_shi,x
430626,湖南省,岳阳市,平江县,3,yue_yang_shi,p
430700,湖南省,常德市,,2,chang_de_shi,c
430702,湖南省,常德市,武陵区,3,chang_de_shi,w
430703,湖南省,常德市,鼎城区,3,chang_de_shi,d
430781,湖南省,常德市,津市市,3,chang_de_shi,j
430721,湖南省,常德市,安乡县,3,chang_de_shi,a
430722,湖南省,常德市,汉寿县,3,chang_de_shi,h
430723,湖南省,常德市,澧县,3,chang_de_shi,l
430724,湖南省,常德市,临澧县,3,chang_de_shi,l
430725,湖南省,常德市,桃源县,3,chang_de_shi,t
430726,湖南省,常德市,石门县,3,chang_de_shi,s
430800,湖南省,张家界市,,2,zhang_jia_jie_shi,z
430802,湖南省,张家界市,永定区,3,zhang_jia_jie_shi,y
430811,湖南省,张家界市,武陵源区,3,zhang_jia_jie_shi,w
430821,湖南省,张家界市,慈利县,3,zhang_jia_jie_shi,c
430822,湖南省,张家界市,桑植县,3,zhang_jia_jie_shi,s
430900,湖南省,益阳市,,2,yi_yang_shi,y
430903,湖南省,益阳市,赫山区,3,yi_yang_shi,h
430902,湖南省,益阳市,资阳区,3,yi_yang_shi,z
430981,湖南省,益阳市,沅江市,3,yi_yang_shi,y
430921,湖南省,益阳市,南县,3,yi_yang_shi,n
430922,湖南省,益阳市,桃江县,3,yi_yang_shi,t
430923,湖南省,益阳市,安化县,3,yi_yang_shi,a
431000,湖南省,郴州市,,2,chen_zhou_shi,c
431002,湖南省,郴州市,北湖区,3,chen_zhou_shi,b
431003,湖南省,郴州市,苏仙区,3,chen_zhou_shi,s
431081,湖南省,郴州市,资兴市,3,chen_zhou_shi,z
431021,湖南省,郴州市,桂阳县,3,chen_zhou_shi,g
431022,湖南省,郴州市,宜章县,3,chen_zhou_shi,y
431023,湖南省,郴州市,永兴县,3,chen_zhou_shi,y
431024,湖南省,郴州市,嘉禾县,3,chen_zhou_shi,j
431025,湖南省,郴州市,临武县,3,chen_zhou_shi,l
431026,湖南省,郴州市,汝城县,3,chen_zhou_shi,r
431027,湖南省,郴州市,桂东县,3,chen_zhou_shi,g
431028,湖南省,郴州市,安仁县,3,chen_zhou_shi,a
431100,湖南省,永州市,,2,yong_zhou_shi,y
431103,湖南省,永州市,冷水滩区,3,yong_zhou_shi,l
431102,湖南省,永州市,零陵区,3,yong_zhou_shi,l
431121,湖南省,永州市,祁阳县,3,yong_zhou_shi,q
431122,湖南省,永州市,东安县,3,yong_zhou_shi,d
431123,湖南省,永州市,双牌县,3,yong_zhou_shi,s
431124,湖南省,永州市,道县,3,yong_zhou_shi,d
431125,湖南省,永州市,江永县,3,yong_zhou_shi,j
431126,湖南省,永州市,宁远县,3,yong_zhou_shi,n
431127,湖南省,永州市,蓝山县,3,yong_zhou_shi,l
431128,湖南省,永州市,新田县,3,yong_zhou_shi,x
431129,湖南省,永州市,江华瑶族自治县,3,yong_zhou_shi,j
431200,湖南省,怀化市,,2,huai_hua_shi,h
431202,湖南省,怀化市,鹤城区,3,huai_hua_shi,h
431281,湖南省,怀化市,洪江市,3,huai_hua_shi,h
431221,湖南省,怀化市,中方县,3,huai_hua_shi,z
431222,湖南省,怀化市,沅陵县,3,huai_hua_shi,y
431223,湖南省,怀化市,辰溪县,3,huai_hua_shi,c
431224,湖南省,怀化市,溆浦县,3,huai_hua_shi,x
431225,湖南省,怀化市,会同县,3,huai_hua_shi,h
431226,湖南省,怀化市,麻阳苗族自治县,3,huai_hua_shi,m
431227,湖南省,怀化市,新晃侗族自治县,3,huai_hua_shi,x
431228,湖南省,怀化市,芷江侗族自治县,3,huai_hua_shi,z
431229,湖南省,怀化市,靖州苗族侗族自治县,3,huai_hua_shi,j
431230,湖南省,怀化市,通道侗族自治县,3,huai_hua_shi,t
431300,湖南省,娄底市,,2,lou_di_shi,l
431302,湖南省,娄底市,娄星区,3,lou_di_shi,l
431381,湖南省,娄底市,冷水江市,3,lou_di_shi,l
431382,湖南省,娄底市,涟源市,3,lou_di_shi,l
431321,湖南省,娄底市,双峰县,3,lou_di_shi,s
431322,湖南省,娄底市,新化县,3,lou_di_shi,x
433100,湖南省,湘西土家族苗族自治州,,2,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,x
433101,湖南省,湘西土家族苗族自治州,吉首市,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,j
433122,湖南省,湘西土家族苗族自治州,泸溪县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,l
433123,湖南省,湘西土家族苗族自治州,凤凰县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,f
433124,湖南省,湘西土家族苗族自治州,花垣县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,h
433125,湖南省,湘西土家族苗族自治州,保靖县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,b
433126,湖南省,湘西土家族苗族自治州,古丈县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,g
433127,湖南省,湘西土家族苗族自治州,永顺县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,y
433130,湖南省,湘西土家族苗族自治州,龙山县,3,xiang_xi_tu_jia_zu_miao_zu_zi_zhi_zhou,l
440000,广东省,,,1,guang_dong_sheng,g
440100,广东省,广州市,,2,guang_zhou_shi,g
440104,广东省,广州市,越秀区,3,guang_zhou_shi,y
440103,广东省,广州市,荔湾区,3,guang_zhou_shi,l
440105,广东省,广州市,海珠区,3,guang_zhou_shi,h
440106,广东省,广州市,天河区,3,guang_zhou_shi,t
440111,广东省,广州市,白云区,3,guang_zhou_shi,b
440112,广东省,广州市,黄埔区,3,guang_zhou_shi,h
440113,广东省,广州市,番禺区,3,guang_zhou_shi,f
440114,广东省,广州市,花都区,3,guang_zhou_shi,h
440115,广东省,广州市,南沙区,3,guang_zhou_shi,n
440118,广东省,广州市,增城区,3,guang_zhou_shi,z
440117,广东省,广州市,从化区,3,guang_zhou_shi,c
440200,广东省,韶关市,,2,shao_guan_shi,s
440204,广东省,韶关市,浈江区,3,shao_guan_shi,z
440203,广东省,韶关市,武江区,3,shao_guan_shi,w
440205,广东省,韶关市,曲江区,3,shao_guan_shi,q
440281,广东省,韶关市,乐昌市,3,shao_guan_shi,l
440282,广东省,韶关市,南雄市,3,shao_guan_shi,n
440222,广东省,韶关市,始兴县,3,shao_guan_shi,s
440224,广东省,韶关市,仁化县,3,shao_guan_shi,r
440229,广东省,韶关市,翁源县,3,shao_guan_shi,w
440233,广东省,韶关市,新丰县,3,shao_guan_shi,x
440232,广东省,韶关市,乳源瑶族自治县,3,shao_guan_shi,r
440300,广东省,深圳市,,2,shen_zhen_shi,s
440304,广东省,深圳市,福田区,3,shen_zhen_shi,f
440303,广东省,深圳市,罗湖区,3,shen_zhen_shi,l
440305,广东省,深圳市,南山区,3,shen_zhen_shi,n
440306,广东省,深圳市,宝安区,3,shen_zhen_shi,b
440307,广东省,深圳市,龙岗区,3,shen_zhen_shi,l
440308,广东省,深圳市,盐田区,3,shen_zhen_shi,y
440309,广东省,深圳市,龙华区,3,shen_zhen_shi,l
440310,广东省,深圳市,坪山区,3,shen_zhen_shi,p
440400,广东省,珠海市,,2,zhu_hai_shi,z
440402,广东省,珠海市,香洲区,3,zhu_hai_shi,x
440403,广东省,珠海市,斗门区,3,zhu_hai_shi,d
440404,广东省,珠海市,金湾区,3,zhu_hai_shi,j
440500,广东省,汕头市,,2,shan_tou_shi,s
440511,广东省,汕头市,金平区,3,shan_tou_shi,j
440507,广东省,汕头市,龙湖区,3,shan_tou_shi,l
440512,广东省,汕头市,濠江区,3,shan_tou_shi,h
440513,广东省,汕头市,潮阳区,3,shan_tou_shi,c
440514,广东省,汕头市,潮南区,3,shan_tou_shi,c
440515,广东省,汕头市,澄海区,3,shan_tou_shi,c
440523,广东省,汕头市,南澳县,3,shan_tou_shi,n
440600,广东省,佛山市,,2,fo_shan_shi,f
440604,广东省,佛山市,禅城区,3,fo_shan_shi,s
440605,广东省,佛山市,南海区,3,fo_shan_shi,n
440606,广东省,佛山市,顺德区,3,fo_shan_shi,s
440607,广东省,佛山市,三水区,3,fo_shan_shi,s
440608,广东省,佛山市,高明区,3,fo_shan_shi,g
440700,广东省,江门市,,2,jiang_men_shi,j
440703,广东省,江门市,蓬江区,3,jiang_men_shi,p
440704,广东省,江门市,江海区,3,jiang_men_shi,j
440705,广东省,江门市,新会区,3,jiang_men_shi,x
440781,广东省,江门市,台山市,3,jiang_men_shi,t
440783,广东省,江门市,开平市,3,jiang_men_shi,k
440784,广东省,江门市,鹤山市,3,jiang_men_shi,h
440785,广东省,江门市,恩平市,3,jiang_men_shi,e
440800,广东省,湛江市,,2,zhan_jiang_shi,z
440802,广东省,湛江市,赤坎区,3,zhan_jiang_shi,c
440803,广东省,湛江市,霞山区,3,zhan_jiang_shi,x
440804,广东省,湛江市,坡头区,3,zhan_jiang_shi,p
440811,广东省,湛江市,麻章区,3,zhan_jiang_shi,m
440881,广东省,湛江市,廉江市,3,zhan_jiang_shi,l
440882,广东省,湛江市,雷州市,3,zhan_jiang_shi,l
440883,广东省,湛江市,吴川市,3,zhan_jiang_shi,w
440823,广东省,湛江市,遂溪县,3,zhan_jiang_shi,s
440825,广东省,湛江市,徐闻县,3,zhan_jiang_shi,x
440900,广东省,茂名市,,2,mao_ming_shi,m
440902,广东省,茂名市,茂南区,3,mao_ming_shi,m
440904,广东省,茂名市,电白区,3,mao_ming_shi,d
440981,广东省,茂名市,高州市,3,mao_ming_shi,g
440982,广东省,茂名市,化州市,3,mao_ming_shi,h
440983,广东省,茂名市,信宜市,3,mao_ming_shi,x
441200,广东省,肇庆市,,2,zhao_qing_shi,z
441202,广东省,肇庆市,端州区,3,zhao_qing_shi,d
441203,广东省,肇庆市,鼎湖区,3,zhao_qing_shi,d
441204,广东省,肇庆市,高要区,3,zhao_qing_shi,g
441284,广东省,肇庆市,四会市,3,zhao_qing_shi,s
441223,广东省,肇庆市,广宁县,3,zhao_qing_shi,g
441224,广东省,肇庆市,怀集县,3,zhao_qing_shi,h
441225,广东省,肇庆市,封开县,3,zhao_qing_shi,f
441226,广东省,肇庆市,德庆县,3,zhao_qing_shi,d
441300,广东省,惠州市,,2,hui_zhou_shi,h
441302,广东省,惠州市,惠城区,3,hui_zhou_shi,h
441303,广东省,惠州市,惠阳区,3,hui_zhou_shi,h
441322,广东省,惠州市,博罗县,3,hui_zhou_shi,b
441323,广东省,惠州市,惠东县,3,hui_zhou_shi,h
441324,广东省,惠州市,龙门县,3,hui_zhou_shi,l
441400,广东省,梅州市,,2,mei_zhou_shi,m
441402,广东省,梅州市,梅江区,3,mei_zhou_shi,m
441403,广东省,梅州市,梅县区,3,mei_zhou_shi,m
441481,广东省,梅州市,兴宁市,3,mei_zhou_shi,x
441422,广东省,梅州市,大埔县,3,mei_zhou_shi,d
441423,广东省,梅州市,丰顺县,3,mei_zhou_shi,f
441424,广东省,梅州市,五华县,3,mei_zhou_shi,w
441426,广东省,梅州市,平远县,3,mei_zhou_shi,p
441427,广东省,梅州市,蕉岭县,3,mei_zhou_shi,j
441500,广东省,汕尾市,,2,shan_wei_shi,s
441502,广东省,汕尾市,城区,3,shan_wei_shi,c
441581,广东省,汕尾市,陆丰市,3,shan_wei_shi,l
441521,广东省,汕尾市,海丰县,3,shan_wei_shi,h
441523,广东省,汕尾市,陆河县,3,shan_wei_shi,l
441600,广东省,河源市,,2,he_yuan_shi,h
441602,广东省,河源市,源城区,3,he_yuan_shi,y
441621,广东省,河源市,紫金县,3,he_yuan_shi,z
441622,广东省,河源市,龙川县,3,he_yuan_shi,l
441623,广东省,河源市,连平县,3,he_yuan_shi,l
441624,广东省,河源市,和平县,3,he_yuan_shi,h
441625,广东省,河源市,东源县,3,he_yuan_shi,d
441700,广东省,阳江市,,2,yang_jiang_shi,y
441702,广东省,阳江市,江城区,3,yang_jiang_shi,j
441704,广东省,阳江市,阳东区,3,yang_jiang_shi,y
441781,广东省,阳江市,阳春市,3,yang_jiang_shi,y
441721,广东省,阳江市,阳西县,3,yang_jiang_shi,y
441800,广东省,清远市,,2,qing_yuan_shi,q
441802,广东省,清远市,清城区,3,qing_yuan_shi,q
441803,广东省,清远市,清新区,3,qing_yuan_shi,q
441881,广东省,清远市,英德市,3,qing_yuan_shi,y
441882,广东省,清远市,连州市,3,qing_yuan_shi,l
441821,广东省,清远市,佛冈县,3,qing_yuan_shi,f
441823,广东省,清远市,阳山县,3,qing_yuan_shi,y
441825,广东省,清远市,连山壮族瑶族自治县,3,qing_yuan_shi,l
441826,广东省,清远市,连南瑶族自治县,3,qing_yuan_shi,l
441900,广东省,东莞市,,2,dong_guan_shi,d
442000,广东省,中山市,,2,zhong_shan_shi,z
445100,广东省,潮州市,,2,chao_zhou_shi,c
445102,广东省,潮州市,湘桥区,3,chao_zhou_shi,x
445103,广东省,潮州市,潮安区,3,chao_zhou_shi,c
445122,广东省,潮州市,饶平县,3,chao_zhou_shi,r
445200,广东省,揭阳市,,2,jie_yang_shi,j
445202,广东省,揭阳市,榕城区,3,jie_yang_shi,r
445203,广东省,揭阳市,揭东区,3,jie_yang_shi,j
445281,广东省,揭阳市,普宁市,3,jie_yang_shi,p
445222,广东省,揭阳市,揭西县,3,jie_yang_shi,j
445224,广东省,揭阳市,惠来县,3,jie_yang_shi,h
445300,广东省,云浮市,,2,yun_fu_shi,y
445302,广东省,云浮市,云城区,3,yun_fu_shi,y
445303,广东省,云浮市,云安区,3,yun_fu_shi,y
445381,广东省,云浮市,罗定市,3,yun_fu_shi,l
445321,广东省,云浮市,新兴县,3,yun_fu_shi,x
445322,广东省,云浮市,郁南县,3,yun_fu_shi,y
450000,广西壮族自治区,,,1,guang_xi_zhuang_zu_zi_zhi_qu,g
450100,广西壮族自治区,南宁市,,2,nan_ning_shi,n
450103,广西壮族自治区,南宁市,青秀区,3,nan_ning_shi,q
450102,广西壮族自治区,南宁市,兴宁区,3,nan_ning_shi,x
450105,广西壮族自治区,南宁市,江南区,3,nan_ning_shi,j
450107,广西壮族自治区,南宁市,西乡塘区,3,nan_ning_shi,x
450108,广西壮族自治区,南宁市,良庆区,3,nan_ning_shi,l
450109,广西壮族自治区,南宁市,邕宁区,3,nan_ning_shi,y
450110,广西壮族自治区,南宁市,武鸣区,3,nan_ning_shi,w
450123,广西壮族自治区,南宁市,隆安县,3,nan_ning_shi,l
450124,广西壮族自治区,南宁市,马山县,3,nan_ning_shi,m
450125,广西壮族自治区,南宁市,上林县,3,nan_ning_shi,s
450126,广西壮族自治区,南宁市,宾阳县,3,nan_ning_shi,b
450127,广西壮族自治区,南宁市,横县,3,nan_ning_shi,h
450200,广西壮族自治区,柳州市,,2,liu_zhou_shi,l
450205,广西壮族自治区,柳州市,柳北区,3,liu_zhou_shi,l
450202,广西壮族自治区,柳州市,城中区,3,liu_zhou_shi,c
450203,广西壮族自治区,柳州市,鱼峰区,3,liu_zhou_shi,y
450204,广西壮族自治区,柳州市,柳南区,3,liu_zhou_shi,l
450206,广西壮族自治区,柳州市,柳江区,3,liu_zhou_shi,l
450222,广西壮族自治区,柳州市,柳城县,3,liu_zhou_shi,l
450223,广西壮族自治区,柳州市,鹿寨县,3,liu_zhou_shi,l
450224,广西壮族自治区,柳州市,融安县,3,liu_zhou_shi,r
450225,广西壮族自治区,柳州市,融水苗族自治县,3,liu_zhou_shi,r
450226,广西壮族自治区,柳州市,三江侗族自治县,3,liu_zhou_shi,s
450300,广西壮族自治区,桂林市,,2,gui_lin_shi,g
450312,广西壮族自治区,桂林市,临桂区,3,gui_lin_shi,l
450302,广西壮族自治区,桂林市,秀峰区,3,gui_lin_shi,x
450303,广西壮族自治区,桂林市,叠彩区,3,gui_lin_shi,d
450304,广西壮族自治区,桂林市,象山区,3,gui_lin_shi,x
450305,广西壮族自治区,桂林市,七星区,3,gui_lin_shi,q
450311,广西壮族自治区,桂林市,雁山区,3,gui_lin_shi,y
450321,广西壮族自治区,桂林市,阳朔县,3,gui_lin_shi,y
450323,广西壮族自治区,桂林市,灵川县,3,gui_lin_shi,l
450324,广西壮族自治区,桂林市,全州县,3,gui_lin_shi,q
450325,广西壮族自治区,桂林市,兴安县,3,gui_lin_shi,x
450326,广西壮族自治区,桂林市,永福县,3,gui_lin_shi,y
450327,广西壮族自治区,桂林市,灌阳县,3,gui_lin_shi,g
450329,广西壮族自治区,桂林市,资源县,3,gui_lin_shi,z
450330,广西壮族自治区,桂林市,平乐县,3,gui_lin_shi,p
450331,广西壮族自治区,桂林市,荔浦县,3,gui_lin_shi,l
450328,广西壮族自治区,桂林市,龙胜各族自治县,3,gui_lin_shi,l
450332,广西壮族自治区,桂林市,恭城瑶族自治县,3,gui_lin_shi,g
450400,广西壮族自治区,梧州市,,2,wu_zhou_shi,w
450405,广西壮族自治区,梧州市,长洲区,3,wu_zhou_shi,z
450403,广西壮族自治区,梧州市,万秀区,3,wu_zhou_shi,w
450406,广西壮族自治区,梧州市,龙圩区,3,wu_zhou_shi,l
450481,广西壮族自治区,梧州市,岑溪市,3,wu_zhou_shi,c
450421,广西壮族自治区,梧州市,苍梧县,3,wu_zhou_shi,c
450422,广西壮族自治区,梧州市,藤县,3,wu_zhou_shi,t
450423,广西壮族自治区,梧州市,蒙山县,3,wu_zhou_shi,m
450500,广西壮族自治区,北海市,,2,bei_hai_shi,b
450502,广西壮族自治区,北海市,海城区,3,bei_hai_shi,h
450503,广西壮族自治区,北海市,银海区,3,bei_hai_shi,y
450512,广西壮族自治区,北海市,铁山港区,3,bei_hai_shi,t
450521,广西壮族自治区,北海市,合浦县,3,bei_hai_shi,h
