f_code,f_province,f_city,f_county,f_level,f_pinyin,f_shouzimu
320481,江苏省,常州市,溧阳市,3,chang_zhou_shi,l
320500,江苏省,苏州市,,2,su_zhou_shi,s
320508,江苏省,苏州市,姑苏区,3,su_zhou_shi,g
320505,江苏省,苏州市,虎丘区,3,su_zhou_shi,h
320506,江苏省,苏州市,吴中区,3,su_zhou_shi,w
320507,江苏省,苏州市,相城区,3,su_zhou_shi,x
320509,江苏省,苏州市,吴江区,3,su_zhou_shi,w
320581,江苏省,苏州市,常熟市,3,su_zhou_shi,c
320582,江苏省,苏州市,张家港市,3,su_zhou_shi,z
320583,江苏省,苏州市,昆山市,3,su_zhou_shi,k
320585,江苏省,苏州市,太仓市,3,su_zhou_shi,t
320600,江苏省,南通市,,2,nan_tong_shi,n
320602,江苏省,南通市,崇川区,3,nan_tong_shi,c
320611,江苏省,南通市,港闸区,3,nan_tong_shi,g
320612,江苏省,南通市,通州区,3,nan_tong_shi,t
320681,江苏省,南通市,启东市,3,nan_tong_shi,q
320682,江苏省,南通市,如皋市,3,nan_tong_shi,r
320684,江苏省,南通市,海门市,3,nan_tong_shi,h
320621,江苏省,南通市,海安县,3,nan_tong_shi,h
320623,江苏省,南通市,如东县,3,nan_tong_shi,r
320700,江苏省,连云港市,,2,lian_yun_gang_shi,l
320706,江苏省,连云港市,海州区,3,lian_yun_gang_shi,h
320703,江苏省,连云港市,连云区,3,lian_yun_gang_shi,l
320707,江苏省,连云港市,赣榆区,3,lian_yun_gang_shi,g
320722,江苏省,连云港市,东海县,3,lian_yun_gang_shi,d
320723,江苏省,连云港市,灌云县,3,lian_yun_gang_shi,g
320724,江苏省,连云港市,灌南县,3,lian_yun_gang_shi,g
320800,江苏省,淮安市,,2,huai_an_shi,h
320803,江苏省,淮安市,淮安区,3,huai_an_shi,h
320804,江苏省,淮安市,淮阴区,3,huai_an_shi,h
320812,江苏省,淮安市,清江浦区,3,huai_an_shi,q
320813,江苏省,淮安市,洪泽区,3,huai_an_shi,h
320826,江苏省,淮安市,涟水县,3,huai_an_shi,l
320830,江苏省,淮安市,盱眙县,3,huai_an_shi,x
320831,江苏省,淮安市,金湖县,3,huai_an_shi,j
320900,江苏省,盐城市,,2,yan_cheng_shi,y
320902,江苏省,盐城市,亭湖区,3,yan_cheng_shi,t
320903,江苏省,盐城市,盐都区,3,yan_cheng_shi,y
320904,江苏省,盐城市,大丰区,3,yan_cheng_shi,d
320981,江苏省,盐城市,东台市,3,yan_cheng_shi,d
320921,江苏省,盐城市,响水县,3,yan_cheng_shi,x
320922,江苏省,盐城市,滨海县,3,yan_cheng_shi,b
320923,江苏省,盐城市,阜宁县,3,yan_cheng_shi,f
320924,江苏省,盐城市,射阳县,3,yan_cheng_shi,s
320925,江苏省,盐城市,建湖县,3,yan_cheng_shi,j
321000,江苏省,扬州市,,2,yang_zhou_shi,y
321003,江苏省,扬州市,邗江区,3,yang_zhou_shi,h
321002,江苏省,扬州市,广陵区,3,yang_zhou_shi,g
321012,江苏省,扬州市,江都区,3,yang_zhou_shi,j
321081,江苏省,扬州市,仪征市,3,yang_zhou_shi,y
321084,江苏省,扬州市,高邮市,3,yang_zhou_shi,g
321023,江苏省,扬州市,宝应县,3,yang_zhou_shi,b
321100,江苏省,镇江市,,2,zhen_jiang_shi,z
321102,江苏省,镇江市,京口区,3,zhen_jiang_shi,j
321111,江苏省,镇江市,润州区,3,zhen_jiang_shi,r
321112,江苏省,镇江市,丹徒区,3,zhen_jiang_shi,d
321181,江苏省,镇江市,丹阳市,3,zhen_jiang_shi,d
321182,江苏省,镇江市,扬中市,3,zhen_jiang_shi,y
321183,江苏省,镇江市,句容市,3,zhen_jiang_shi,j
321200,江苏省,泰州市,,2,tai_zhou_shi,t
321202,江苏省,泰州市,海陵区,3,tai_zhou_shi,h
321203,江苏省,泰州市,高港区,3,tai_zhou_shi,g
321204,江苏省,泰州市,姜堰区,3,tai_zhou_shi,j
321281,江苏省,泰州市,兴化市,3,tai_zhou_shi,x
321282,江苏省,泰州市,靖江市,3,tai_zhou_shi,j
321283,江苏省,泰州市,泰兴市,3,tai_zhou_shi,t
321300,江苏省,宿迁市,,2,su_qian_shi,s
321302,江苏省,宿迁市,宿城区,3,su_qian_shi,s
321311,江苏省,宿迁市,宿豫区,3,su_qian_shi,s
321322,江苏省,宿迁市,沭阳县,3,su_qian_shi,s
321323,江苏省,宿迁市,泗阳县,3,su_qian_shi,s
321324,江苏省,宿迁市,泗洪县,3,su_qian_shi,s
330000,浙江省,,,1,zhe_jiang_sheng,z
330100,浙江省,杭州市,,2,hang_zhou_shi,h
330105,浙江省,杭州市,拱墅区,3,hang_zhou_shi,g
330102,浙江省,杭州市,上城区,3,hang_zhou_shi,s
330103,浙江省,杭州市,下城区,3,hang_zhou_shi,x
330104,浙江省,杭州市,江干区,3,hang_zhou_shi,j
330106,浙江省,杭州市,西湖区,3,hang_zhou_shi,x
330108,浙江省,杭州市,滨江区,3,hang_zhou_shi,b
330109,浙江省,杭州市,萧山区,3,hang_zhou_shi,x
330110,浙江省,杭州市,余杭区,3,hang_zhou_shi,y
330111,浙江省,杭州市,富阳区,3,hang_zhou_shi,f
330182,浙江省,杭州市,建德市,3,hang_zhou_shi,j
330185,浙江省,杭州市,临安市,3,hang_zhou_shi,l
330122,浙江省,杭州市,桐庐县,3,hang_zhou_shi,t
330127,浙江省,杭州市,淳安县,3,hang_zhou_shi,c
330200,浙江省,宁波市,,2,ning_bo_shi,n
330203,浙江省,宁波市,海曙区,3,ning_bo_shi,h
330205,浙江省,宁波市,江北区,3,ning_bo_shi,j
330206,浙江省,宁波市,北仑区,3,ning_bo_shi,b
330211,浙江省,宁波市,镇海区,3,ning_bo_shi,z
330212,浙江省,宁波市,鄞州区,3,ning_bo_shi,y
330213,浙江省,宁波市,奉化区,3,ning_bo_shi,f
330281,浙江省,宁波市,余姚市,3,ning_bo_shi,y
330282,浙江省,宁波市,慈溪市,3,ning_bo_shi,c
330225,浙江省,宁波市,象山县,3,ning_bo_shi,x
330226,浙江省,宁波市,宁海县,3,ning_bo_shi,n
330300,浙江省,温州市,,2,wen_zhou_shi,w
330302,浙江省,温州市,鹿城区,3,wen_zhou_shi,l
330303,浙江省,温州市,龙湾区,3,wen_zhou_shi,l
330304,浙江省,温州市,瓯海区,3,wen_zhou_shi,o
330305,浙江省,温州市,洞头区,3,wen_zhou_shi,d
330381,浙江省,温州市,瑞安市,3,wen_zhou_shi,r
330382,浙江省,温州市,乐清市,3,wen_zhou_shi,l
330324,浙江省,温州市,永嘉县,3,wen_zhou_shi,y
330326,浙江省,温州市,平阳县,3,wen_zhou_shi,p
330327,浙江省,温州市,苍南县,3,wen_zhou_shi,c
330328,浙江省,温州市,文成县,3,wen_zhou_shi,w
330329,浙江省,温州市,泰顺县,3,wen_zhou_shi,t
330400,浙江省,嘉兴市,,2,jia_xing_shi,j
330402,浙江省,嘉兴市,南湖区,3,jia_xing_shi,n
330411,浙江省,嘉兴市,秀洲区,3,jia_xing_shi,x
330481,浙江省,嘉兴市,海宁市,3,jia_xing_shi,h
330482,浙江省,嘉兴市,平湖市,3,jia_xing_shi,p
330483,浙江省,嘉兴市,桐乡市,3,jia_xing_shi,t
330421,浙江省,嘉兴市,嘉善县,3,jia_xing_shi,j
330424,浙江省,嘉兴市,海盐县,3,jia_xing_shi,h
330500,浙江省,湖州市,,2,hu_zhou_shi,h
330502,浙江省,湖州市,吴兴区,3,hu_zhou_shi,w
330503,浙江省,湖州市,南浔区,3,hu_zhou_shi,n
330521,浙江省,湖州市,德清县,3,hu_zhou_shi,d
330522,浙江省,湖州市,长兴县,3,hu_zhou_shi,z
330523,浙江省,湖州市,安吉县,3,hu_zhou_shi,a
330600,浙江省,绍兴市,,2,shao_xing_shi,s
330602,浙江省,绍兴市,越城区,3,shao_xing_shi,y
330603,浙江省,绍兴市,柯桥区,3,shao_xing_shi,k
330604,浙江省,绍兴市,上虞区,3,shao_xing_shi,s
330681,浙江省,绍兴市,诸暨市,3,shao_xing_shi,z
330683,浙江省,绍兴市,嵊州市,3,shao_xing_shi,s
330624,浙江省,绍兴市,新昌县,3,shao_xing_shi,x
330700,浙江省,金华市,,2,jin_hua_shi,j
330702,浙江省,金华市,婺城区,3,jin_hua_shi,w
330703,浙江省,金华市,金东区,3,jin_hua_shi,j
330781,浙江省,金华市,兰溪市,3,jin_hua_shi,l
330782,浙江省,金华市,义乌市,3,jin_hua_shi,y
330783,浙江省,金华市,东阳市,3,jin_hua_shi,d
330784,浙江省,金华市,永康市,3,jin_hua_shi,y
330723,浙江省,金华市,武义县,3,jin_hua_shi,w
330726,浙江省,金华市,浦江县,3,jin_hua_shi,p
330727,浙江省,金华市,磐安县,3,jin_hua_shi,p
330800,浙江省,衢州市,,2,qu_zhou_shi,q
330802,浙江省,衢州市,柯城区,3,qu_zhou_shi,k
330803,浙江省,衢州市,衢江区,3,qu_zhou_shi,q
330881,浙江省,衢州市,江山市,3,qu_zhou_shi,j
330822,浙江省,衢州市,常山县,3,qu_zhou_shi,c
330824,浙江省,衢州市,开化县,3,qu_zhou_shi,k
330825,浙江省,衢州市,龙游县,3,qu_zhou_shi,l
330900,浙江省,舟山市,,2,zhou_shan_shi,z
330902,浙江省,舟山市,定海区,3,zhou_shan_shi,d
330903,浙江省,舟山市,普陀区,3,zhou_shan_shi,p
330921,浙江省,舟山市,岱山县,3,zhou_shan_shi,d
330922,浙江省,舟山市,嵊泗县,3,zhou_shan_shi,s
331000,浙江省,台州市,,2,tai_zhou_shi,t
331002,浙江省,台州市,椒江区,3,tai_zhou_shi,j
331003,浙江省,台州市,黄岩区,3,tai_zhou_shi,h
331004,浙江省,台州市,路桥区,3,tai_zhou_shi,l
331081,浙江省,台州市,温岭市,3,tai_zhou_shi,w
331082,浙江省,台州市,临海市,3,tai_zhou_shi,l
331083,浙江省,台州市,玉环市,3,tai_zhou_shi,y
331022,浙江省,台州市,三门县,3,tai_zhou_shi,s
331023,浙江省,台州市,天台县,3,tai_zhou_shi,t
331024,浙江省,台州市,仙居县,3,tai_zhou_shi,x
331100,浙江省,丽水市,,2,li_shui_shi,l
331102,浙江省,丽水市,莲都区,3,li_shui_shi,l
331181,浙江省,丽水市,龙泉市,3,li_shui_shi,l
331121,浙江省,丽水市,青田县,3,li_shui_shi,q
331122,浙江省,丽水市,缙云县,3,li_shui_shi,j
331123,浙江省,丽水市,遂昌县,3,li_shui_shi,s
331124,浙江省,丽水市,松阳县,3,li_shui_shi,s
331125,浙江省,丽水市,云和县,3,li_shui_shi,y
331126,浙江省,丽水市,庆元县,3,li_shui_shi,q
331127,浙江省,丽水市,景宁畲族自治县,3,li_shui_shi,j
340000,安徽省,,,1,an_hui_sheng,a
340100,安徽省,合肥市,,2,he_fei_shi,h
340104,安徽省,合肥市,蜀山区,3,he_fei_shi,s
340102,安徽省,合肥市,瑶海区,3,he_fei_shi,y
340103,安徽省,合肥市,庐阳区,3,he_fei_shi,l
340111,安徽省,合肥市,包河区,3,he_fei_shi,b
340181,安徽省,合肥市,巢湖市,3,he_fei_shi,c
340121,安徽省,合肥市,长丰县,3,he_fei_shi,z
340122,安徽省,合肥市,肥东县,3,he_fei_shi,f
340123,安徽省,合肥市,肥西县,3,he_fei_shi,f
340124,安徽省,合肥市,庐江县,3,he_fei_shi,l
340200,安徽省,芜湖市,,2,wu_hu_shi,w
340207,安徽省,芜湖市,鸠江区,3,wu_hu_shi,j
340202,安徽省,芜湖市,镜湖区,3,wu_hu_shi,j
340203,安徽省,芜湖市,弋江区,3,wu_hu_shi,y
340208,安徽省,芜湖市,三山区,3,wu_hu_shi,s
340221,安徽省,芜湖市,芜湖县,3,wu_hu_shi,w
340222,安徽省,芜湖市,繁昌县,3,wu_hu_shi,f
340223,安徽省,芜湖市,南陵县,3,wu_hu_shi,n
340225,安徽省,芜湖市,无为县,3,wu_hu_shi,w
340300,安徽省,蚌埠市,,2,bang_bu_shi,b
340303,安徽省,蚌埠市,蚌山区,3,bang_bu_shi,b
340302,安徽省,蚌埠市,龙子湖区,3,bang_bu_shi,l
340304,安徽省,蚌埠市,禹会区,3,bang_bu_shi,y
340311,安徽省,蚌埠市,淮上区,3,bang_bu_shi,h
340321,安徽省,蚌埠市,怀远县,3,bang_bu_shi,h
340322,安徽省,蚌埠市,五河县,3,bang_bu_shi,w
340323,安徽省,蚌埠市,固镇县,3,bang_bu_shi,g
340400,安徽省,淮南市,,2,huai_nan_shi,h
340403,安徽省,淮南市,田家庵区,3,huai_nan_shi,t
340402,安徽省,淮南市,大通区,3,huai_nan_shi,d
340404,安徽省,淮南市,谢家集区,3,huai_nan_shi,x
340405,安徽省,淮南市,八公山区,3,huai_nan_shi,b
340406,安徽省,淮南市,潘集区,3,huai_nan_shi,p
340421,安徽省,淮南市,凤台县,3,huai_nan_shi,f
340422,安徽省,淮南市,寿县,3,huai_nan_shi,s
340500,安徽省,马鞍山市,,2,ma_an_shan_shi,m
340504,安徽省,马鞍山市,雨山区,3,ma_an_shan_shi,y
340503,安徽省,马鞍山市,花山区,3,ma_an_shan_shi,h
340506,安徽省,马鞍山市,博望区,3,ma_an_shan_shi,b
340521,安徽省,马鞍山市,当涂县,3,ma_an_shan_shi,d
340522,安徽省,马鞍山市,含山县,3,ma_an_shan_shi,h
340523,安徽省,马鞍山市,和县,3,ma_an_shan_shi,h
340600,安徽省,淮北市,,2,huai_bei_shi,h
340603,安徽省,淮北市,相山区,3,huai_bei_shi,x
340602,安徽省,淮北市,杜集区,3,huai_bei_shi,d
340604,安徽省,淮北市,烈山区,3,huai_bei_shi,l
340621,安徽省,淮北市,濉溪县,3,huai_bei_shi,s
340700,安徽省,铜陵市,,2,tong_ling_shi,t
340705,安徽省,铜陵市,铜官区,3,tong_ling_shi,t
340706,安徽省,铜陵市,义安区,3,tong_ling_shi,y
340711,安徽省,铜陵市,郊区,3,tong_ling_shi,j
340722,安徽省,铜陵市,枞阳县,3,tong_ling_shi,z
340800,安徽省,安庆市,,2,an_qing_shi,a
340803,安徽省,安庆市,大观区,3,an_qing_shi,d
340802,安徽省,安庆市,迎江区,3,an_qing_shi,y
340811,安徽省,安庆市,宜秀区,3,an_qing_shi,y
340881,安徽省,安庆市,桐城市,3,an_qing_shi,t
340822,安徽省,安庆市,怀宁县,3,an_qing_shi,h
340824,安徽省,安庆市,潜山县,3,an_qing_shi,q
340825,安徽省,安庆市,太湖县,3,an_qing_shi,t
340826,安徽省,安庆市,宿松县,3,an_qing_shi,s
340827,安徽省,安庆市,望江县,3,an_qing_shi,w
340828,安徽省,安庆市,岳西县,3,an_qing_shi,y
341000,安徽省,黄山市,,2,huang_shan_shi,h
341002,安徽省,黄山市,屯溪区,3,huang_shan_shi,t
341003,安徽省,黄山市,黄山区,3,huang_shan_shi,h
341004,安徽省,黄山市,徽州区,3,huang_shan_shi,h
341021,安徽省,黄山市,歙县,3,huang_shan_shi,s
341022,安徽省,黄山市,休宁县,3,huang_shan_shi,x
341023,安徽省,黄山市,黟县,3,huang_shan_shi,y
341024,安徽省,黄山市,祁门县,3,huang_shan_shi,q
341100,安徽省,滁州市,,2,chu_zhou_shi,c
341102,安徽省,滁州市,琅琊区,3,chu_zhou_shi,l
341103,安徽省,滁州市,南谯区,3,chu_zhou_shi,n
341181,安徽省,滁州市,天长市,3,chu_zhou_shi,t
341182,安徽省,滁州市,明光市,3,chu_zhou_shi,m
341122,安徽省,滁州市,来安县,3,chu_zhou_shi,l
341124,安徽省,滁州市,全椒县,3,chu_zhou_shi,q
341125,安徽省,滁州市,定远县,3,chu_zhou_shi,d
341126,安徽省,滁州市,凤阳县,3,chu_zhou_shi,f
341200,安徽省,阜阳市,,2,fu_yang_shi,f
341202,安徽省,阜阳市,颍州区,3,fu_yang_shi,y
341203,安徽省,阜阳市,颍东区,3,fu_yang_shi,y
341204,安徽省,阜阳市,颍泉区,3,fu_yang_shi,y
341282,安徽省,阜阳市,界首市,3,fu_yang_shi,j
341221,安徽省,阜阳市,临泉县,3,fu_yang_shi,l
341222,安徽省,阜阳市,太和县,3,fu_yang_shi,t
341225,安徽省,阜阳市,阜南县,3,fu_yang_shi,f
341226,安徽省,阜阳市,颍上县,3,fu_yang_shi,y
341300,安徽省,宿州市,,2,su_zhou_shi,s
341302,安徽省,宿州市,埇桥区,3,su_zhou_shi,y
341321,安徽省,宿州市,砀山县,3,su_zhou_shi,d
341322,安徽省,宿州市,萧县,3,su_zhou_shi,x
341323,安徽省,宿州市,灵璧县,3,su_zhou_shi,l
341324,安徽省,宿州市,泗县,3,su_zhou_shi,s
341500,安徽省,六安市,,2,liu_an_shi,l
341502,安徽省,六安市,金安区,3,liu_an_shi,j
341503,安徽省,六安市,裕安区,3,liu_an_shi,y
341504,安徽省,六安市,叶集区,3,liu_an_shi,y
341522,安徽省,六安市,霍邱县,3,liu_an_shi,h
341523,安徽省,六安市,舒城县,3,liu_an_shi,s
341524,安徽省,六安市,金寨县,3,liu_an_shi,j
341525,安徽省,六安市,霍山县,3,liu_an_shi,h
341600,安徽省,亳州市,,2,bo_zhou_shi,b
341602,安徽省,亳州市,谯城区,3,bo_zhou_shi,q
341621,安徽省,亳州市,涡阳县,3,bo_zhou_shi,w
341622,安徽省,亳州市,蒙城县,3,bo_zhou_shi,m
341623,安徽省,亳州市,利辛县,3,bo_zhou_shi,l
341700,安徽省,池州市,,2,chi_zhou_shi,c
341702,安徽省,池州市,贵池区,3,chi_zhou_shi,g
341721,安徽省,池州市,东至县,3,chi_zhou_shi,d
341722,安徽省,池州市,石台县,3,chi_zhou_shi,s
341723,安徽省,池州市,青阳县,3,chi_zhou_shi,q
341800,安徽省,宣城市,,2,xuan_cheng_shi,x
341802,安徽省,宣城市,宣州区,3,xuan_cheng_shi,x
341881,安徽省,宣城市,宁国市,3,xuan_cheng_shi,n
341821,安徽省,宣城市,郎溪县,3,xuan_cheng_shi,l
341822,安徽省,宣城市,广德县,3,xuan_cheng_shi,g
341823,安徽省,宣城市,泾县,3,xuan_cheng_shi,j
341824,安徽省,宣城市,绩溪县,3,xuan_cheng_shi,j
341825,安徽省,宣城市,旌德县,3,xuan_cheng_shi,j
350000,福建省,,,1,fu_jian_sheng,f
350100,福建省,福州市,,2,fu_zhou_shi,f
350102,福建省,福州市,鼓楼区,3,fu_zhou_shi,g
350103,福建省,福州市,台江区,3,fu_zhou_shi,t
350104,福建省,福州市,仓山区,3,fu_zhou_shi,c
350105,福建省,福州市,马尾区,3,fu_zhou_shi,m
350111,福建省,福州市,晋安区,3,fu_zhou_shi,j
350181,福建省,福州市,福清市,3,fu_zhou_shi,f
350182,福建省,福州市,长乐市,3,fu_zhou_shi,z
350121,福建省,福州市,闽侯县,3,fu_zhou_shi,m
350122,福建省,福州市,连江县,3,fu_zhou_shi,l
350123,福建省,福州市,罗源县,3,fu_zhou_shi,l
350124,福建省,福州市,闽清县,3,fu_zhou_shi,m
350125,福建省,福州市,永泰县,3,fu_zhou_shi,y
350128,福建省,福州市,平潭县,3,fu_zhou_shi,p
350200,福建省,厦门市,,2,sha_men_shi,s
350203,福建省,厦门市,思明区,3,sha_men_shi,s
350205,福建省,厦门市,海沧区,3,sha_men_shi,h
350206,福建省,厦门市,湖里区,3,sha_men_shi,h
350211,福建省,厦门市,集美区,3,sha_men_shi,j
350212,福建省,厦门市,同安区,3,sha_men_shi,t
350213,福建省,厦门市,翔安区,3,sha_men_shi,x
350300,福建省,莆田市,,2,pu_tian_shi,p
350302,福建省,莆田市,城厢区,3,pu_tian_shi,c
350303,福建省,莆田市,涵江区,3,pu_tian_shi,h
350304,福建省,莆田市,荔城区,3,pu_tian_shi,l
350305,福建省,莆田市,秀屿区,3,pu_tian_shi,x
350322,福建省,莆田市,仙游县,3,pu_tian_shi,x
350400,福建省,三明市,,2,san_ming_shi,s
350402,福建省,三明市,梅列区,3,san_ming_shi,m
350403,福建省,三明市,三元区,3,san_ming_shi,s
350481,福建省,三明市,永安市,3,san_ming_shi,y
350421,福建省,三明市,明溪县,3,san_ming_shi,m
350423,福建省,三明市,清流县,3,san_ming_shi,q
350424,福建省,三明市,宁化县,3,san_ming_shi,n
350425,福建省,三明市,大田县,3,san_ming_shi,d
350426,福建省,三明市,尤溪县,3,san_ming_shi,y
350427,福建省,三明市,沙县,3,san_ming_shi,s
350428,福建省,三明市,将乐县,3,san_ming_shi,j
350429,福建省,三明市,泰宁县,3,san_ming_shi,t
350430,福建省,三明市,建宁县,3,san_ming_shi,j
350500,福建省,泉州市,,2,quan_zhou_shi,q
350503,福建省,泉州市,丰泽区,3,quan_zhou_shi,f
350502,福建省,泉州市,鲤城区,3,quan_zhou_shi,l
350504,福建省,泉州市,洛江区,3,quan_zhou_shi,l
350505,福建省,泉州市,泉港区,3,quan_zhou_shi,q
350581,福建省,泉州市,石狮市,3,quan_zhou_shi,s
350582,福建省,泉州市,晋江市,3,quan_zhou_shi,j
350583,福建省,泉州市,南安市,3,quan_zhou_shi,n
350521,福建省,泉州市,惠安县,3,quan_zhou_shi,h
350524,福建省,泉州市,安溪县,3,quan_zhou_shi,a
350525,福建省,泉州市,永春县,3,quan_zhou_shi,y
350526,福建省,泉州市,德化县,3,quan_zhou_shi,d
350527,福建省,泉州市,金门县☆,3,quan_zhou_shi,j
350600,福建省,漳州市,,2,zhang_zhou_shi,z
350603,福建省,漳州市,龙文区,3,zhang_zhou_shi,l
350602,福建省,漳州市,芗城区,3,zhang_zhou_shi,x
350681,福建省,漳州市,龙海市,3,zhang_zhou_shi,l
350622,福建省,漳州市,云霄县,3,zhang_zhou_shi,y
350623,福建省,漳州市,漳浦县,3,zhang_zhou_shi,z
350624,福建省,漳州市,诏安县,3,zhang_zhou_shi,z
350625,福建省,漳州市,长泰县,3,zhang_zhou_shi,z
350626,福建省,漳州市,东山县,3,zhang_zhou_shi,d
350627,福建省,漳州市,南靖县,3,zhang_zhou_shi,n
350628,福建省,漳州市,平和县,3,zhang_zhou_shi,p
350629,福建省,漳州市,华安县,3,zhang_zhou_shi,h
350700,福建省,南平市,,2,nan_ping_shi,n
350703,福建省,南平市,建阳区,3,nan_ping_shi,j
350702,福建省,南平市,延平区,3,nan_ping_shi,y
350781,福建省,南平市,邵武市,3,nan_ping_shi,s
350782,福建省,南平市,武夷山市,3,nan_ping_shi,w
350783,福建省,南平市,建瓯市,3,nan_ping_shi,j
350721,福建省,南平市,顺昌县,3,nan_ping_shi,s
350722,福建省,南平市,浦城县,3,nan_ping_shi,p
350723,福建省,南平市,光泽县,3,nan_ping_shi,g
350724,福建省,南平市,松溪县,3,nan_ping_shi,s
350725,福建省,南平市,政和县,3,nan_ping_shi,z
350800,福建省,龙岩市,,2,long_yan_shi,l
350802,福建省,龙岩市,新罗区,3,long_yan_shi,x
350803,福建省,龙岩市,永定区,3,long_yan_shi,y
350881,福建省,龙岩市,漳平市,3,long_yan_shi,z
350821,福建省,龙岩市,长汀县,3,long_yan_shi,z
350823,福建省,龙岩市,上杭县,3,long_yan_shi,s
350824,福建省,龙岩市,武平县,3,long_yan_shi,w
350825,福建省,龙岩市,连城县,3,long_yan_shi,l
350900,福建省,宁德市,,2,ning_de_shi,n
350902,福建省,宁德市,蕉城区,3,ning_de_shi,j
350981,福建省,宁德市,福安市,3,ning_de_shi,f
350982,福建省,宁德市,福鼎市,3,ning_de_shi,f
350921,福建省,宁德市,霞浦县,3,ning_de_shi,x
350922,福建省,宁德市,古田县,3,ning_de_shi,g
350923,福建省,宁德市,屏南县,3,ning_de_shi,p
350924,福建省,宁德市,寿宁县,3,ning_de_shi,s
350925,福建省,宁德市,周宁县,3,ning_de_shi,z
350926,福建省,宁德市,柘荣县,3,ning_de_shi,z
360000,江西省,,,1,jiang_xi_sheng,j
360100,江西省,南昌市,,2,nan_chang_shi,n
360102,江西省,南昌市,东湖区,3,nan_chang_shi,d
360103,江西省,南昌市,西湖区,3,nan_chang_shi,x
360104,江西省,南昌市,青云谱区,3,nan_chang_shi,q
360105,江西省,南昌市,湾里区,3,nan_chang_shi,w
360111,江西省,南昌市,青山湖区,3,nan_chang_shi,q
360112,江西省,南昌市,新建区,3,nan_chang_shi,x
360121,江西省,南昌市,南昌县,3,nan_chang_shi,n
360123,江西省,南昌市,安义县,3,nan_chang_shi,a
360124,江西省,南昌市,进贤县,3,nan_chang_shi,j
360200,江西省,景德镇市,,2,jing_de_zhen_shi,j
360202,江西省,景德镇市,昌江区,3,jing_de_zhen_shi,c
360203,江西省,景德镇市,珠山区,3,jing_de_zhen_shi,z
360281,江西省,景德镇市,乐平市,3,jing_de_zhen_shi,l
360222,江西省,景德镇市,浮梁县,3,jing_de_zhen_shi,f
360300,江西省,萍乡市,,2,ping_xiang_shi,p
360302,江西省,萍乡市,安源区,3,ping_xiang_shi,a
360313,江西省,萍乡市,湘东区,3,ping_xiang_shi,x
360321,江西省,萍乡市,莲花县,3,ping_xiang_shi,l
360322,江西省,萍乡市,上栗县,3,ping_xiang_shi,s
360323,江西省,萍乡市,芦溪县,3,ping_xiang_shi,l
360400,江西省,九江市,,2,jiu_jiang_shi,j
360403,江西省,九江市,浔阳区,3,jiu_jiang_shi,x
360402,江西省,九江市,濂溪区,3,jiu_jiang_shi,l
360481,江西省,九江市,瑞昌市,3,jiu_jiang_shi,r
360482,江西省,九江市,共青城市,3,jiu_jiang_shi,g
360483,江西省,九江市,庐山市,3,jiu_jiang_shi,l
360421,江西省,九江市,九江县,3,jiu_jiang_shi,j
360423,江西省,九江市,武宁县,3,jiu_jiang_shi,w
360424,江西省,九江市,修水县,3,jiu_jiang_shi,x
360425,江西省,九江市,永修县,3,jiu_jiang_shi,y
360426,江西省,九江市,德安县,3,jiu_jiang_shi,d
360428,江西省,九江市,都昌县,3,jiu_jiang_shi,d
360429,江西省,九江市,湖口县,3,jiu_jiang_shi,h
360430,江西省,九江市,彭泽县,3,jiu_jiang_shi,p
360500,江西省,新余市,,2,xin_yu_shi,x
360502,江西省,新余市,渝水区,3,xin_yu_shi,y
360521,江西省,新余市,分宜县,3,xin_yu_shi,f
360600,江西省,鹰潭市,,2,ying_tan_shi,y
360602,江西省,鹰潭市,月湖区,3,ying_tan_shi,y
360681,江西省,鹰潭市,贵溪市,3,ying_tan_shi,g
360622,江西省,鹰潭市,余江县,3,ying_tan_shi,y
360700,江西省,赣州市,,2,gan_zhou_shi,g
360702,江西省,赣州市,章贡区,3,gan_zhou_shi,z
360703,江西省,赣州市,南康区,3,gan_zhou_shi,n
360704,江西省,赣州市,赣县区,3,gan_zhou_shi,g
360781,江西省,赣州市,瑞金市,3,gan_zhou_shi,r
360722,江西省,赣州市,信丰县,3,gan_zhou_shi,x
360723,江西省,赣州市,大余县,3,gan_zhou_shi,d
360724,江西省,赣州市,上犹县,3,gan_zhou_shi,s
360725,江西省,赣州市,崇义县,3,gan_zhou_shi,c
360726,江西省,赣州市,安远县,3,gan_zhou_shi,a
360727,江西省,赣州市,龙南县,3,gan_zhou_shi,l
360728,江西省,赣州市,定南县,3,gan_zhou_shi,d
360729,江西省,赣州市,全南县,3,gan_zhou_shi,q
360730,江西省,赣州市,宁都县,3,gan_zhou_shi,n
360731,江西省,赣州市,于都县,3,gan_zhou_shi,y
360732,江西省,赣州市,兴国县,3,gan_zhou_shi,x
360733,江西省,赣州市,会昌县,3,gan_zhou_shi,h
360734,江西省,赣州市,寻乌县,3,gan_zhou_shi,x
360735,江西省,赣州市,石城县,3,gan_zhou_shi,s
360800,江西省,吉安市,,2,ji_an_shi,j
360802,江西省,吉安市,吉州区,3,ji_an_shi,j
360803,江西省,吉安市,青原区,3,ji_an_shi,q
360881,江西省,吉安市,井冈山市,3,ji_an_shi,j
360821,江西省,吉安市,吉安县,3,ji_an_shi,j
